profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p02527,2022,1623,0.4493917034815852,33,male,white,not hispanic,high school,"$60,000 to $74,999",NA,working class,northeast,suburbs of the remaining 100 largest smsas,"independent (neither, no response)",slightly conservative,protestant,yes,somewhat strong (vol.),NA
p02528,2021,3750,1.4367380991756564,29,female,white,not hispanic,high school,"$17,500 to $19,999",3,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)",extremely liberal,none,no,not available in this year,only some
p02529,2022,2217,1.809120215532101,67,female,white,not hispanic,graduate,"$60,000 to $74,999",2,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong republican,"moderate, middle of the road",protestant,yes,NA,only some
p02530,2021,2451,2.019945219598211,28,male,white,not hispanic,high school,"$75,000 to $89,999",3,middle class,west,suburbs of the remaining 100 largest smsas,not very strong republican,"moderate, middle of the road",protestant,no,not available in this year,only some
p02531,2024,1475,1.6739312771836323,43,male,white,not hispanic,high school,"$150,000 to $169,999",4,working class,west,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,no,not very strong,hardly any
p02532,2022,1943,0.5383770623923714,45,male,white,not hispanic,high school,"$40,000 to $49,999",NA,working class,south,central city of the remainder of the 100 largest smsas,"independent, close to republican",conservative,protestant,yes,NA,NA
p02533,2024,718,0.29630129978478525,33,female,black or african american,not hispanic,high school,"under $1,000",NA,middle class,south,not available in this year,strong republican,slightly liberal,protestant,yes,NA,NA
p02534,2021,1660,1.237916267711095,36,male,white,not hispanic,high school,"$50,000 to $59,999",5,middle class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong republican,slightly conservative,none,no,not available in this year,a great deal
p02535,2022,3281,0.9577098898800399,22,male,white,not hispanic,high school,"$40,000 to $49,999",3,working class,south,"other rural (counties having no towns of 10,000 or more)",other party,conservative,protestant,yes,NA,hardly any
p02536,2021,3145,1.0614358546387412,79,female,white,not hispanic,associate/junior college,"$75,000 to $89,999",2,middle class,south,"other urban (counties having towns of 10,000 or more)",strong republican,slightly conservative,protestant,NA,not available in this year,NA
p02537,2018,2337,2.7729501716391036,25,female,white,not hispanic,bachelor's,"$35,000 to $39,999",2,working class,northeast,"other rural (counties having no towns of 10,000 or more)","independent, close to republican","moderate, middle of the road",catholic,no,not very strong,a great deal
p02538,2024,2015,2.3344382173871723,57,female,white,not hispanic,associate/junior college,"$30,000 to $34,999",NA,lower class,northeast,not available in this year,strong democrat,liberal,none,no,NA,NA
p02539,2022,3125,2.6579096353851486,60,female,white,not hispanic,bachelor's,"$40,000 to $49,999",NA,middle class,west,"other urban (counties having towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",protestant,yes,somewhat strong (vol.),NA
p02540,2021,3756,0.9076662119717297,54,male,american indian or alaska native,"another hispanic, latino, or spanish origin",high school,"$150,000 to $169,999",3,middle class,west,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,no,not available in this year,only some
p02541,2021,3595,0.27426305319823374,58,female,white,not hispanic,bachelor's,"$50,000 to $59,999",1,middle class,west,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly liberal,none,no,not available in this year,a great deal
p02542,2022,839,0.846918103897694,55,male,white,not hispanic,high school,"$35,000 to $39,999",NA,working class,south,suburbs of 12 largest smsas,strong republican,"moderate, middle of the road",protestant,yes,not very strong,a great deal
p02543,2021,2676,0.5389524851625892,74,female,white,not hispanic,high school,"$7,000 to $7,999",1,lower class,west,"other urban (counties having towns of 10,000 or more)",other party,"moderate, middle of the road",christian,NA,not available in this year,NA
p02544,2022,3037,0.3903616645858588,60,female,hispanic,"mexican, mexican american, chicano/a",associate/junior college,"$75,000 to $89,999",NA,working class,west,central city of the remainder of the 100 largest smsas,strong republican,extremely conservative,catholic,yes,strong,hardly any
p02545,2021,3818,1.2899147416381311,65,male,white,"another hispanic, latino, or spanish origin",high school,"$50,000 to $59,999",NA,working class,west,central city of the remainder of the 100 largest smsas,other party,conservative,christian,yes,not available in this year,only some
p02546,2021,1100,1.3771467786696532,68,male,white,not hispanic,high school,"$50,000 to $59,999",2,working class,northeast,"other rural (counties having no towns of 10,000 or more)",strong democrat,slightly liberal,protestant,NA,not available in this year,NA
p02547,2024,941,4.458385969836043,19,female,white,not hispanic,high school,"$6,000 to $6,999",3,middle class,south,not available in this year,strong democrat,liberal,none,no,NA,NA
p02548,2024,983,1.6346645197287113,82,female,white,not hispanic,high school,"$17,500 to $19,999",1,middle class,south,not available in this year,strong republican,conservative,catholic,no,strong,only some
p02549,2018,1849,3.3448309665022973,75,male,white,not hispanic,high school,"$40,000 to $49,999",2,middle class,south,"other rural (counties having no towns of 10,000 or more)",strong democrat,conservative,catholic,no,not very strong,a great deal
p02550,2018,1175,0.8508690807299428,31,male,asian,not hispanic,bachelor's,"$35,000 to $39,999",2,middle class,midwest,suburbs of the remaining 100 largest smsas,"independent, close to democrat",slightly liberal,none,no,no religion,a great deal
p02551,2022,2910,2.9894769420480363,19,female,hispanic,"mexican, mexican american, chicano/a",high school,"$35,000 to $39,999",2,middle class,south,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,no,not very strong,NA
p02552,2022,172,0.7067685103963267,34,male,white,not hispanic,bachelor's,"$110,000 to $129,999",NA,middle class,northeast,central city of 12 largest smsas,strong democrat,"moderate, middle of the road",protestant,no,NA,NA
p02553,2018,1611,2.3271525324034443,63,male,white,cuban,high school,"$60,000 to $74,999",5,working class,south,central city of the remainder of the 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,NA
p02554,2024,2675,0.5948152548341564,82,male,white,not hispanic,less than high school,"$50,000 to $59,999",NA,working class,midwest,not available in this year,not very strong democrat,slightly conservative,protestant,no,NA,hardly any
p02555,2018,1663,0.9590557222523356,23,male,white,not hispanic,high school,"$110,000 to $129,999",3,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,liberal,protestant,no,not very strong,a great deal
p02556,2018,2098,0.9852375984066689,33,female,white,"mexican, mexican american, chicano/a",associate/junior college,"$170,000 or over",5,working class,south,suburbs of the remaining 100 largest smsas,"independent, close to republican",slightly liberal,none,yes,no religion,a great deal
p02557,2018,1745,0.3513443031373999,63,female,white,not hispanic,bachelor's,"$40,000 to $49,999",1,middle class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",protestant,yes,strong,only some
p02558,2022,1649,0.6454652094802815,36,male,asian,not hispanic,graduate,"$75,000 to $89,999",3,working class,south,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,NA,no religion,NA
p02559,2018,2040,1.0856625058016782,61,female,american indian or alaska native,not hispanic,high school,"$170,000 or over",4,middle class,west,"other rural (counties having no towns of 10,000 or more)",strong democrat,liberal,other,NA,strong,only some
p02560,2022,3356,0.474929550141021,62,male,white,not hispanic,bachelor's,"$75,000 to $89,999",2,middle class,midwest,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,none,no,NA,only some
p02561,2024,1964,1.8233766435455299,41,female,white,not hispanic,bachelor's,"$110,000 to $129,999",NA,middle class,northeast,not available in this year,not very strong democrat,slightly liberal,none,no,no religion,NA
p02562,2018,1135,1.9917977581510429,63,male,white,not hispanic,graduate,"$75,000 to $89,999",5,middle class,midwest,"other urban (counties having towns of 10,000 or more)",strong republican,"moderate, middle of the road",protestant,yes,strong,a great deal
p02563,2022,1460,2.526933260370489,33,female,hispanic,"mexican, mexican american, chicano/a",less than high school,"$40,000 to $49,999",NA,working class,midwest,suburbs of the remaining 100 largest smsas,"independent (neither, no response)",slightly liberal,catholic,no,not very strong,NA
p02564,2022,1069,0.7816568262903547,62,female,white,cuban,bachelor's,"$50,000 to $59,999",1,working class,south,suburbs of 12 largest smsas,strong republican,conservative,catholic,no,NA,only some
p02565,2018,84,1.9468130339887708,40,female,white,not hispanic,high school,"$60,000 to $74,999",3,working class,northeast,suburbs of 12 largest smsas,not very strong democrat,extremely conservative,catholic,yes,not very strong,NA
p02566,2021,1872,0.9516280932678636,72,female,white,not hispanic,high school,"$30,000 to $34,999",2,lower class,midwest,"other rural (counties having no towns of 10,000 or more)","independent, close to republican","moderate, middle of the road",catholic,no,not available in this year,only some
p02567,2022,276,1.4102196494402017,46,female,white,"mexican, mexican american, chicano/a",less than high school,refused,1,working class,west,central city of 12 largest smsas,"independent (neither, no response)",extremely conservative,none,no,no religion,only some
p02568,2024,2944,1.003852680680771,70,male,white,not hispanic,high school,"$22,500 to $24,999",NA,working class,west,not available in this year,strong republican,conservative,protestant,yes,strong,NA
p02569,2024,1200,2.6110917601205514,65,male,black or african american,not hispanic,bachelor's,"$170,000 or over",3,upper class,midwest,not available in this year,"independent, close to democrat",slightly liberal,protestant,no,not very strong,a great deal
p02570,2018,993,1.599264451184331,34,male,white,not hispanic,bachelor's,"$50,000 to $59,999",3,working class,west,"other urban (counties having towns of 10,000 or more)",strong democrat,extremely liberal,none,no,no religion,NA
p02571,2021,1241,0.3495445332475826,48,female,black or african american,not hispanic,bachelor's,"$40,000 to $49,999",3,middle class,south,suburbs of the remaining 100 largest smsas,strong democrat,liberal,protestant,yes,not available in this year,a great deal
p02572,2021,3108,0.40878552291069153,42,female,black or african american,not hispanic,bachelor's,"$35,000 to $39,999",3,lower class,northeast,central city of 12 largest smsas,strong democrat,slightly liberal,none,NA,not available in this year,NA
p02573,2022,275,1.246389601179722,55,male,black or african american,not hispanic,graduate,"$150,000 to $169,999",NA,middle class,west,central city of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,yes,no religion,only some
p02574,2018,1978,2.09853242794094,29,male,white,"mexican, mexican american, chicano/a",bachelor's,"$40,000 to $49,999",2,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to republican","moderate, middle of the road",protestant,yes,not very strong,only some
p02575,2022,2052,0.5360495495187221,40,male,white,not hispanic,high school,"$50,000 to $59,999",NA,working class,northeast,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",none,no,no religion,a great deal
p02576,2021,3837,1.7577117262019748,25,female,white,not hispanic,bachelor's,"$40,000 to $49,999",4,middle class,northeast,central city of 12 largest smsas,strong democrat,extremely liberal,jewish,no,not available in this year,a great deal
p02577,2021,3532,1.908745723126602,58,female,white,not hispanic,associate/junior college,"$60,000 to $74,999",4,working class,west,suburbs of 12 largest smsas,"independent, close to democrat",slightly conservative,protestant,yes,not available in this year,a great deal
p02578,2022,1963,0.5861823049944516,45,female,white,not hispanic,high school,"$110,000 to $129,999",NA,working class,northeast,suburbs of the remaining 100 largest smsas,"independent, close to democrat","moderate, middle of the road",protestant,yes,strong,NA
p02579,2024,313,0.9239590375093033,35,female,hispanic,"another hispanic, latino, or spanish origin",high school,"$30,000 to $34,999",4,working class,west,not available in this year,"independent, close to democrat",slightly conservative,none,no,NA,only some
p02580,2021,1459,0.7039021274213323,80,female,white,not hispanic,high school,"$25,000 to $29,999",1,working class,south,central city of the remainder of the 100 largest smsas,strong democrat,slightly liberal,catholic,yes,not available in this year,a great deal
p02581,2021,2170,2.425847245275948,51,female,white,"another hispanic, latino, or spanish origin",less than high school,"$90,000 to $109,999",4,middle class,south,central city of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",christian,yes,not available in this year,only some
p02582,2024,2886,0.6042852024935321,48,female,white,not hispanic,graduate,"$60,000 to $74,999",2,working class,west,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,no,NA,only some
p02583,2018,2108,1.4201192238596936,76,female,white,not hispanic,high school,"$150,000 to $169,999",5,middle class,south,suburbs of the remaining 100 largest smsas,strong republican,conservative,protestant,yes,strong,NA
p02584,2018,508,0.962579472115779,29,female,asian,not hispanic,bachelor's,"$90,000 to $109,999",2,working class,south,suburbs of 12 largest smsas,not very strong democrat,"moderate, middle of the road",muslim/islam,no,not very strong,NA
p02585,2021,3591,1.6022124051669642,67,male,white,not hispanic,high school,"$60,000 to $74,999",3,working class,midwest,suburbs of 12 largest smsas,not very strong democrat,liberal,catholic,NA,not available in this year,NA
p02586,2024,1168,1.7230956822502521,24,female,white,not hispanic,bachelor's,"$150,000 to $169,999",3,upper class,south,not available in this year,other party,"moderate, middle of the road",protestant,yes,NA,only some
p02587,2021,2940,1.298918318685021,33,male,asian,not hispanic,bachelor's,"$90,000 to $109,999",3,middle class,west,central city of 12 largest smsas,"independent, close to democrat",liberal,hinduism,no,not available in this year,only some
p02588,2021,3566,0.4949361063797108,76,female,white,not hispanic,graduate,"$170,000 or over",2,upper class,west,central city of the remainder of the 100 largest smsas,strong democrat,liberal,protestant,NA,not available in this year,NA
p02589,2018,2312,0.66477710230898035,25,female,white,not hispanic,high school,"$30,000 to $34,999",2,lower class,south,"other rural (counties having no towns of 10,000 or more)",not very strong republican,slightly conservative,protestant,yes,strong,NA
p02590,2018,2294,0.36526173457049,77,female,black or african american,not hispanic,less than high school,"$10,000 to $12,499",1,middle class,south,"other rural (counties having no towns of 10,000 or more)",strong democrat,extremely liberal,protestant,no,somewhat strong (vol.),only some
p02591,2022,1905,0.9078505657197636,29,male,asian,not hispanic,graduate,"$75,000 to $89,999",2,middle class,west,suburbs of the remaining 100 largest smsas,not very strong democrat,liberal,hinduism,no,NA,a great deal
p02592,2018,2169,1.3928281691441953,55,female,american indian or alaska native,not hispanic,high school,"$90,000 to $109,999",2,middle class,midwest,"other urban (counties having towns of 10,000 or more)","independent, close to republican",extremely conservative,catholic,no,strong,a great deal
p02593,2024,1869,0.5778284316553669,44,male,white,not hispanic,high school,"$110,000 to $129,999",NA,working class,midwest,not available in this year,"independent, close to republican","moderate, middle of the road",protestant,yes,NA,hardly any
p02594,2024,1328,0.36438963209283576,58,female,white,not hispanic,graduate,"$50,000 to $59,999",NA,middle class,west,not available in this year,strong democrat,liberal,catholic,no,NA,a great deal
p02595,2024,2455,1.8193072845476603,86,male,white,not hispanic,high school,"$35,000 to $39,999",NA,working class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,yes,strong,a great deal
p02596,2022,2943,0.20856074155046228,76,male,white,not hispanic,graduate,"$22,500 to $24,999",1,middle class,west,"other urban (counties having towns of 10,000 or more)","independent, close to democrat",slightly liberal,protestant,no,NA,a great deal
p02597,2024,1008,0.5183411145714059,51,female,white,not hispanic,graduate,"$170,000 or over",NA,middle class,midwest,not available in this year,not very strong republican,slightly conservative,catholic,no,NA,only some
p02598,2024,1284,0.34904998200839205,59,female,white,not hispanic,bachelor's,"$35,000 to $39,999",NA,working class,west,not available in this year,not very strong democrat,"moderate, middle of the road",none,no,NA,NA
p02599,2018,2159,0.5429066317221152,20,female,black or african american,not hispanic,high school,"under $1,000",1,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,NA,no religion,NA
p02600,2022,1343,2.6800173762000568,58,male,white,not hispanic,associate/junior college,"$170,000 or over",NA,middle class,midwest,central city of the remainder of the 100 largest smsas,"independent, close to republican","moderate, middle of the road",catholic,no,NA,a great deal
p02601,2018,600,2.5331924631048905,28,male,hispanic,"another hispanic, latino, or spanish origin",high school,"$15,000 to $17,499",2,working class,south,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)",slightly conservative,none,no,no religion,only some
p02602,2022,996,2.114506977562075,23,male,hispanic,"mexican, mexican american, chicano/a",high school,"$40,000 to $49,999",4,middle class,south,central city of 12 largest smsas,not very strong republican,slightly conservative,catholic,no,strong,NA
p02603,2024,1261,2.7296437732074357,45,male,white,not hispanic,high school,"$75,000 to $89,999",3,middle class,midwest,not available in this year,strong republican,slightly conservative,none,no,NA,only some
p02604,2021,894,0.5772254961330309,81,male,white,not hispanic,graduate,"$60,000 to $74,999",2,middle class,northeast,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",catholic,no,not available in this year,a great deal
p02605,2022,930,0.3624306406336506,64,male,white,not hispanic,high school,"$12,500 to $14,999",1,working class,south,suburbs of 12 largest smsas,strong republican,conservative,catholic,yes,somewhat strong (vol.),NA
p02606,2018,2189,2.3689642095586776,37,male,white,not hispanic,high school,"$75,000 to $89,999",3,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)",slightly conservative,catholic,no,not very strong,NA
p02607,2024,543,0.8605426451941321,47,male,white,not hispanic,graduate,refused,3,middle class,west,not available in this year,"independent (neither, no response)",slightly conservative,orthodox-christian,NA,NA,a great deal
p02608,2022,828,0.3564279844759766,67,female,black or african american,puerto rican,high school,"$50,000 to $59,999",4,middle class,south,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,yes,NA,a great deal
p02609,2018,1307,0.9430283880298693,61,female,white,not hispanic,high school,"$60,000 to $74,999",2,working class,northeast,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,no,no religion,a great deal
p02610,2021,117,1.6398979632781603,61,male,asian,not hispanic,graduate,"$170,000 or over",3,middle class,south,suburbs of the remaining 100 largest smsas,"independent (neither, no response)",slightly conservative,hinduism,no,not available in this year,a great deal
p02611,2024,2132,0.8218457883153961,58,female,white,not hispanic,high school,"$170,000 or over",3,middle class,south,not available in this year,strong republican,extremely conservative,protestant,yes,strong,NA
p02612,2021,2135,0.5717721277512287,36,female,white,not hispanic,graduate,"$130,000 to $149,999",4,middle class,south,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat",slightly liberal,christian,NA,not available in this year,NA
p02613,2018,984,2.125964224325944,77,male,hispanic,puerto rican,high school,"$5,000 to $5,999",2,working class,south,central city of the remainder of the 100 largest smsas,not very strong democrat,conservative,catholic,yes,not very strong,NA
p02614,2018,2001,0.44522674489639397,81,male,american indian or alaska native,"mexican, mexican american, chicano/a",less than high school,"$12,500 to $14,999",1,lower class,west,"other urban (counties having towns of 10,000 or more)",strong republican,extremely conservative,catholic,yes,strong,NA
p02615,2022,3517,1.225347152647962,25,male,white,not hispanic,associate/junior college,"$60,000 to $74,999",2,working class,northeast,"other rural (counties having no towns of 10,000 or more)",other party,slightly conservative,protestant,no,NA,only some
p02616,2024,2999,0.9141756969409911,79,male,white,not hispanic,high school,"$60,000 to $74,999",2,working class,west,not available in this year,strong democrat,liberal,protestant,no,not very strong,only some
p02617,2024,1821,0.604659095354758,29,female,hispanic,cuban,associate/junior college,"$35,000 to $39,999",NA,working class,south,not available in this year,"independent, close to republican","moderate, middle of the road",catholic,yes,strong,a great deal
p02618,2021,4184,0.5772254961330309,66,male,white,not hispanic,graduate,"$17,500 to $19,999",2,middle class,northeast,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",catholic,no,not available in this year,a great deal
p02619,2024,675,1.4554520632908243,75,female,white,not hispanic,high school,"$150,000 to $169,999",NA,middle class,south,not available in this year,not very strong republican,slightly conservative,none,no,NA,only some
p02620,2022,2704,0.5608639976081425,34,female,white,not hispanic,associate/junior college,"$60,000 to $74,999",NA,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,no,NA,a great deal
p02621,2018,31,1.2805231317645454,74,female,white,not hispanic,high school,refused,2,working class,northeast,suburbs of 12 largest smsas,"independent, close to republican",extremely conservative,catholic,no,not very strong,hardly any
p02622,2018,167,2.5973426094161765,43,male,white,"mexican, mexican american, chicano/a",less than high school,"$40,000 to $49,999",3,working class,west,central city of 12 largest smsas,not very strong democrat,"moderate, middle of the road",none,no,no religion,a great deal
p02623,2024,657,1.7913993148825578,60,female,white,not hispanic,bachelor's,"$170,000 or over",NA,middle class,south,not available in this year,"independent, close to democrat","moderate, middle of the road",protestant,yes,NA,NA
p02624,2024,995,3.4213941008655375,33,female,white,not hispanic,graduate,"$130,000 to $149,999",2,middle class,south,not available in this year,strong democrat,liberal,none,no,no religion,NA
p02625,2018,1419,0.3033616060111348,43,female,black or african american,not hispanic,less than high school,"$8,000 to $9,999",1,lower class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",none,no,no religion,only some
p02626,2022,211,0.8293944113303803,35,male,hispanic,"another hispanic, latino, or spanish origin",graduate,"$90,000 to $109,999",1,working class,west,central city of 12 largest smsas,"independent (neither, no response)",slightly liberal,catholic,yes,somewhat strong (vol.),a great deal
p02627,2024,1956,0.7086320949332766,64,female,white,not hispanic,high school,"$50,000 to $59,999",NA,working class,northeast,not available in this year,strong republican,conservative,protestant,yes,NA,only some
p02628,2022,3274,0.7362560747480122,87,male,white,not hispanic,high school,refused,NA,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",catholic,no,not very strong,a great deal
p02629,2018,917,2.431848746297196,19,female,white,not hispanic,high school,"$130,000 to $149,999",4,working class,midwest,suburbs of the remaining 100 largest smsas,other party,liberal,other,no,strong,only some
p02630,2021,1649,0.5297446450355586,61,female,black or african american,not hispanic,associate/junior college,"$30,000 to $34,999",1,working class,midwest,central city of the remainder of the 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,yes,not available in this year,only some
p02631,2022,1251,1.7302958615025101,33,female,white,"mexican, mexican american, chicano/a",associate/junior college,"$130,000 to $149,999",NA,middle class,west,central city of the remainder of the 100 largest smsas,not very strong republican,slightly conservative,catholic,no,not very strong,a great deal
p02632,2022,1475,2.4830522847639727,48,male,white,not hispanic,bachelor's,"$170,000 or over",NA,middle class,midwest,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,no,NA,NA
p02633,2022,3386,4.876115388388307,67,female,white,not hispanic,high school,"$60,000 to $74,999",2,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",protestant,yes,strong,only some
p02634,2022,1120,0.28262593501113076,60,female,white,not hispanic,high school,"$150,000 to $169,999",NA,working class,midwest,suburbs of 12 largest smsas,strong republican,"moderate, middle of the road",protestant,yes,strong,NA
p02635,2021,508,1.109510629836046,67,female,white,not hispanic,high school,"$90,000 to $109,999",2,working class,northeast,"other urban (counties having towns of 10,000 or more)","independent, close to republican",conservative,none,no,not available in this year,only some
p02636,2021,4180,1.1130099300989744,39,female,white,not hispanic,high school,"$60,000 to $74,999",NA,working class,south,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",christian,yes,not available in this year,only some
p02637,2021,3311,0.9537361239163685,62,female,white,not hispanic,high school,"$75,000 to $89,999",2,working class,midwest,suburbs of the remaining 100 largest smsas,not very strong republican,conservative,catholic,no,not available in this year,only some
p02638,2022,1512,1.1649500370426964,47,female,black or african american,not hispanic,high school,"$22,500 to $24,999",NA,upper class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,extremely liberal,jewish,no,strong,hardly any
p02639,2021,990,1.3771467786696532,77,male,white,not hispanic,high school,"$75,000 to $89,999",NA,working class,northeast,suburbs of 12 largest smsas,strong republican,slightly conservative,protestant,yes,not available in this year,only some
p02640,2018,795,0.5081132307885196,62,male,black or african american,not hispanic,bachelor's,"$50,000 to $59,999",2,working class,west,suburbs of 12 largest smsas,"independent, close to democrat",slightly conservative,none,no,no religion,a great deal
p02641,2021,499,2.6673084716586755,42,male,white,not hispanic,high school,"$40,000 to $49,999",NA,middle class,northeast,"other urban (counties having towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",catholic,NA,not available in this year,NA
p02642,2021,1069,1.109510629836046,81,female,white,not hispanic,high school,"$75,000 to $89,999",2,working class,northeast,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)",conservative,catholic,no,not available in this year,NA
p02643,2022,3018,4.061120710227543,54,male,hispanic,"mexican, mexican american, chicano/a",less than high school,"$50,000 to $59,999",NA,lower class,west,suburbs of the remaining 100 largest smsas,strong democrat,slightly conservative,catholic,no,not very strong,only some
p02644,2021,2103,0.5717721277512287,36,female,white,not hispanic,bachelor's,"$75,000 to $89,999",2,middle class,south,central city of the remainder of the 100 largest smsas,strong democrat,liberal,none,NA,not available in this year,NA
p02645,2024,3082,1.4881462625453326,65,male,white,not hispanic,high school,"$35,000 to $39,999",4,working class,south,not available in this year,strong republican,conservative,protestant,yes,NA,NA
p02646,2018,1003,2.628216745254892,84,male,white,not hispanic,bachelor's,"$60,000 to $74,999",2,middle class,west,central city of the remainder of the 100 largest smsas,strong republican,conservative,protestant,yes,strong,a great deal
p02647,2024,3301,5.522964903472281,24,male,black or african american,not hispanic,high school,"$130,000 to $149,999",6,working class,northeast,not available in this year,not very strong democrat,"moderate, middle of the road",protestant,yes,NA,only some
p02648,2022,808,5.4746969889439,40,male,black or african american,not hispanic,high school,"$50,000 to $59,999",4,working class,south,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",christian,yes,strong,NA
p02649,2021,682,0.5905899086920154,70,male,white,not hispanic,high school,"$15,000 to $17,499",1,lower class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,NA,not available in this year,NA
p02650,2018,1089,3.6639059541036807,53,male,white,not hispanic,high school,"$75,000 to $89,999",5,working class,midwest,suburbs of the remaining 100 largest smsas,strong republican,slightly conservative,catholic,no,strong,a great deal
p02651,2021,1337,1.9437469340193607,56,male,black or african american,not hispanic,high school,"$75,000 to $89,999",4,middle class,south,suburbs of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",none,no,not available in this year,a great deal
p02652,2024,3010,2.0506956549556086,21,female,american indian or alaska native,"mexican, mexican american, chicano/a",high school,"$15,000 to $17,499",NA,lower class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",none,yes,NA,NA
p02653,2024,2301,6.55632537080348,25,male,white,not hispanic,high school,"$35,000 to $39,999",4,working class,northeast,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,yes,NA,NA
p02654,2018,1420,1.9019462614017244,45,female,black or african american,not hispanic,high school,"$40,000 to $49,999",4,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",protestant,yes,strong,only some
p02655,2024,1700,0.49311673080909324,57,male,white,not hispanic,high school,"$110,000 to $129,999",NA,middle class,south,not available in this year,"independent (neither, no response)","moderate, middle of the road",none,no,NA,only some
p02656,2018,1730,0.3051474678621218,41,male,black or african american,not hispanic,bachelor's,"$30,000 to $34,999",1,working class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",none,no,no religion,only some
p02657,2021,2388,0.8967185536350769,48,male,white,"another hispanic, latino, or spanish origin",high school,"$17,500 to $19,999",1,middle class,west,central city of 12 largest smsas,strong democrat,liberal,catholic,no,not available in this year,a great deal
p02658,2022,721,0.6497093744902581,72,male,white,not hispanic,bachelor's,"$170,000 or over",NA,middle class,west,suburbs of 12 largest smsas,not very strong democrat,"moderate, middle of the road",none,no,NA,only some
p02659,2024,1063,7.281505256967332,33,female,white,not hispanic,high school,"$40,000 to $49,999",NA,lower class,west,not available in this year,"independent, close to republican",extremely conservative,jewish,no,NA,NA
p02660,2021,1698,0.47686806195818426,64,female,white,not hispanic,high school,"$8,000 to $9,999",1,lower class,midwest,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",protestant,no,not available in this year,only some
p02661,2018,1654,0.9132999619184863,42,female,white,not hispanic,associate/junior college,"$60,000 to $74,999",4,working class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,liberal,protestant,yes,not very strong,only some
p02662,2021,4319,1.562808007389874,60,female,white,not hispanic,less than high school,"$40,000 to $49,999",3,working class,west,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",none,NA,not available in this year,NA
p02663,2018,2083,1.6319491863131612,59,male,white,not hispanic,high school,"$50,000 to $59,999",2,middle class,west,"other rural (counties having no towns of 10,000 or more)",other party,conservative,protestant,yes,strong,NA
